smiles,homo,lumo,hl
Oc1cccc2c1[C@H](O)[C@H]1O[C@H]1C21Oc2cccc3cccc(c23)O1,-5.20334,-2.12426,3.07908
C[C@@H]1CN(C(=O)C(Cl)Cl)C2(CCCCC2)O1,-6.06646,-1.93607,4.13039
C=CCOc1ccccc1C(N)=O,-5.67922,-1.99156,3.68766
COC(=O)[C@H]1CS[C@@]2(N1)C(=O)Nc1ccccc12,-5.29838,-2.07528,3.2231
CC(C)N(BSc1ccccc1)C(C)C,-5.15121,-1.26396,3.88725
Cn1cc(C(=O)/C(C#N)=N/Nc2ccccc2)c2ccccc21,-5.42057,-3.25399,2.16658
C[C@@H]1C(=O)N([C@@H](C)c2ccccc2)c2ccc(Br)cc21,-5.33728,-1.78115,3.55613
CC1=C(C)C(C2=CC=CC2)C(C)=C1C,-4.55822,-1.4217,3.13652
CN(C)C(=S)N/N=C(/c1ccc(F)cc1)c1ccccn1,-4.52382,-2.85453,1.66929
O=S(=O)(c1ccccc1)c1c(F)c(F)nc2c1NCCN2,-4.76344,-2.57302,2.19042
CN(C)C(=S)N/N=C(/c1ccc(Cl)cc1)c1ccccn1,-4.55429,-2.8922,1.66209
CN(C)C(=S)N/N=C(/c1ccc(Br)cc1)c1ccccn1,-4.56208,-2.89944,1.66264
CN1CCNc2c1nc(F)c(F)c2S(=O)(=O)c1ccccc1,-4.66583,-2.5238,2.14203
CN(C)C(=S)N/N=C(/c1ccc(I)cc1)c1ccccn1,-4.56644,-2.90592,1.66052
CN1CCNc2nc(F)c(F)c(S(=O)(=O)c3ccccc3)c21,-5.07943,-2.56111,2.51832
CC(=O)C(OC1=NS(=O)(=O)c2ccccc21)C(C)=O,-6.29331,-3.217,3.07631
COC(=O)C1=C2C(=C(c3ccc(OC)cc3)C1)CCN2C,-4.50927,-2.11012,2.39915
O=C(C(=S)N1CCCCC1)c1ccc(Cl)cc1,-5.09943,-2.90092,2.19851
COC(=O)C[C@](O)(C(=O)OC)c1ccccc1NC(=O)OC,-5.25521,-1.75958,3.49563
CCOC(=O)C[C@]1(C(=O)OCC)OC(=O)Nc2ccccc21,-5.64233,-1.95864,3.68369
O=P(Oc1ccccc1)(Oc1ccccc1)c1cc(O)ccc1O,-5.16195,-2.09026,3.07169
NC(=O)[C@@H]1[C@@H]2O[C@@H]3[C@H]1C(=O)O[C@@H]3[C@H]2O,-6.17919,-1.57724,4.60195
CC(C)(C)OC(=O)NC[C@@H](O)c1cc(Cl)ccc1Cl,-5.91521,-1.89532,4.01989
CN1[C@H]2CCC[C@@H]1CCC(=O)CC2,-4.78679,-0.73594,4.05085
Oc1ccccc1/C=N/NC(=S)N1CCCCCC1,-4.75739,-2.37023,2.38716
CN1CCN(C)[C]1[C](C#N)C(=O)c1ccc(Br)cc1,-5.22638,-2.1576,3.06878
C[C@H](NC(=O)c1cccnc1)c1ccccc1,-5.80836,-2.30884,3.49952
COc1cc2c(c(OS([O])([O])c3ccc(C)cc3)c1)C(=O)[C@@]1(O)c3cc(OC)c(OC)cc3OC[C@H]1O2,-4.87429,-2.68517,2.18912
Brc1c(Br)c2ccccc2c2ccccc12,-5.60191,-2.47564,3.12627
COC1=C[S@@](=O)c2ccccc2C(OC)=C1c1ccccc1,-5.24492,-2.34881,2.89611
Cc1ccc(/C=N/c2ccc(C)cc2)cc1,-5.21615,-2.48475,2.7314
COC(=O)[C@@H]1[C@H]2C(=O)C(C)(C)CC[C@]23C[C@]13C,-5.48573,-1.75611,3.72962
COc1ccc(C(=O)/C=C/C=C(c2ccccc2)c2ccccc2)cc1,-5.32491,-3.04762,2.27729
COC(=O)C1=C(C)[C@@H](C(=O)OC)S[C@@H]2CC(=O)N12,-5.72936,-2.39594,3.33342
COP(=O)(OC)[C@]1(c2ccccc2)[C@H]2C(Cl)=CC=C(Cl)[C@H]21,-5.36019,-2.40331,2.95688
CN1C(=O)C(=O)N[C@@H]1C1=N[C](c2ccccc2)c2cc(Cl)ccc2[N]1,-5.50889,-3.47738,2.03151
COc1ccc(/C=C2\CCC/C(=C\c3ccc([N+](=O)[O-])cc3)C2=O)cc1,-5.47715,-3.66668,1.81047
COC(=O)/C(C#N)=C/c1cc2c(cc1[N+](=O)[O-])OCO2,-6.10759,-3.83029,2.2773
Cc1c2ccccc2c(CSCCCl)c2ccccc12,-4.98211,-2.83152,2.15059
CCOC(=O)c1c2c(n3c1ccc1c([N+](=O)[O-])cccc13)CCCC2,-5.20816,-3.45499,1.75317
C[C@]12C(=O)CC[C@H]1CC(=O)[C@@H]1CCCC[C@H]12,-5.45479,-1.99263,3.46216
CC(C)[C@H]1C(=O)N(C)[C@H](C(C)C)C(=O)N1C,-5.66762,-1.02224,4.64538
CO[C@]1(C(C)=O)C[C@]2(Cl)C(=O)Oc3ccccc3[C@@]21Cl,-5.97693,-2.80037,3.17656
Ic1ccc2ccccc2c1-c1c(I)ccc2ccccc12,-5.53155,-2.37127,3.16028
COC(=O)[C@@H](NC(=O)c1cc(Br)c(Br)[nH]1)C(C)C,-5.4782,-1.92245,3.55575
CS[C@@H]1C([N+](=O)[O-])=C(NCc2ccccc2)Oc2ccccc21,-5.17318,-2.69182,2.48136
Cc1c(Cl)cccc1/N=C/c1ccc(O)cc1,-5.38476,-2.56616,2.8186
O=C1O[C@@H](c2c3ccccc3cc3ccccc23)c2ccccc21,-5.22157,-2.97149,2.25008
COc1ccc(/C=C/c2ccc(O)c(OC)c2)cc1,-4.50246,-1.99918,2.50328
CC(=O)C1=C[C@@H]2C(=O)N(C)C(=O)[C@@H]2[C@H]1c1ccc(Br)cc1,-5.90444,-3.07089,2.83355
O=C1CCCc2c1cnc1cc(-c3ccccc3)nn21,-5.75524,-2.92532,2.82992
COC(=O)c1nn(-c2ccccc2)c2c1C(=O)OCC2,-6.10607,-2.30503,3.80104
COC(=O)c1nn(-c2ccccc2)c2c1CCSC2=O,-6.05765,-2.85893,3.19872
O=C1C[C@@H]2C=C[C@@H](O2)[C@@H]1[C@H](O)CCc1ccccc1,-5.78981,-2.1981,3.59171
CN1c2ccccc2O[PH]12Oc1ccccc1O2,-5.1873,-1.22716,3.96014
C=CCn1c(=O)[nH]c2ccccc21,-5.17357,-1.30119,3.87238
COc1cc2c(cc1OC)[C@H]1SCC(=O)N1CC2,-5.08858,-1.45573,3.63285
Cc1ccc(C(=O)[C@@H](Br)[C@@H](Br)c2ccc(C)cc2)cc1,-5.98189,-3.0111,2.97079
CC1(C)COC(c2ccccc2SCc2ccccc2)=N1,-5.05928,-1.96758,3.0917
CCOC(=O)[C]1[N]N[C@]2(C(=O)OC)COC(=O)[C@H]12,-5.92221,-2.55792,3.36429
O=C1OC(=C(c2ccc(I)cc2)c2ccc(I)cc2)c2ccccc21,-5.51199,-3.18524,2.32675
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@H]2CC[C@H]21,-5.36564,-1.54357,3.82207
c1ccc(CN2CCO/C2=N\c2ccccc2)cc1,-4.79983,-1.47265,3.32718
Cc1ccc2c(c1O)c(=O)oc1ccc(Cl)cc12,-5.67345,-2.82259,2.85086
CC(=O)/C(=C(/C)O)n1nc2n(c1=O)-c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC2,-6.2448,-4.01256,2.23224
F[Si]12(F)(F)Oc3ccc4ccccc4c3[CH]N1c1cccc3c1N2C=C[CH]3,-5.36606,-3.57131,1.79475
Cc1cc(=O)[nH]c(=O)n1[C@H]1C[C@H](O)[C@@H](CO)O1,-5.83126,-2.30976,3.5215
O=[N+]([O-])c1ccc(NC(=S)N2CCOCC2)cc1,-5.34747,-3.29589,2.05158
C[C@@H]1CCCC(=O)[C@]12C[C@@H]2c1ccc(Cl)cc1,-5.53553,-2.05113,3.4844
C[C]([N]C(=O)OCc1ccc([N+](=O)[O-])cc1)N1CC[C@H](O)C1,-5.68079,-3.24046,2.44033
C[C@]1(O)C[C@H](c2ccccc2)SC(c2ccccc2)=N1,-5.68095,-2.24799,3.43296
CCOc1c(N[C@@H](CCSC)C(N)=O)c(=O)c1=O,-5.11768,-1.98729,3.13039
CC[C@H](CO)n1nnc2ccccc2c1=O,-5.96312,-3.04581,2.91731
Cc1c(-c2ccccc2)noc1-c1ccncc1,-6.10307,-2.68915,3.41392
COc1ccc(/C=C(/Br)C(=O)c2ccc(Cl)cc2)cc1,-5.57124,-3.05514,2.5161
CC[C@H]1c2ccccc2[C@@H](C)c2ccccc21,-5.83921,-1.3486,4.49061
C/C1=C\CC[C@@]2(C)O[C@@H]2C(=O)c2c(C)coc2C1,-5.57845,-2.36987,3.20858
O=C(O)c1ccc(C[C@]2(F)C#CCCCCC2)cc1,-6.24441,-2.31311,3.9313
CO[C@H]1C#CCCN(C(=O)CCC(=O)O)C[C@@H]1OC,-5.50232,-1.28599,4.21633
CCOC(=O)c1cnc2c(Br)c3ccc(=O)oc3cc2c1OCC,-5.81528,-3.47367,2.34161
N#Cc1cc(NC(=O)CCl)n(-c2ccc(Cl)cc2)n1,-6.24637,-2.68793,3.55844
COc1cccc([N][N]c2cc(C=O)c(O)c(OC)c2)c1,-5.2512,-3.21861,2.03259
CNC1=C([N+](=O)[O-])[C@H](SC)c2cc(C)ccc2O1,-5.14981,-2.59464,2.55517
COc1cc(-c2nnc(SCc3ccccc3)o2)cc(OC)c1OC,-5.16951,-2.16361,3.0059
O=C1OCC2=C1[C@@H](c1ccc(F)cc1)c1c(ccc3ccccc13)N2,-5.25652,-2.46229,2.79423
O=C(N1CCOCC1)[C@](O)(c1ccccc1)C(F)(F)F,-5.74816,-1.76439,3.98377
CN1C(=O)C(C)(C)[C@H]2CC[C@]1(C)C2,-5.36782,-0.57708,4.79074
COC(=O)c1c(C)oc(-c2ccc(OC)cc2)c1C,-4.85278,-1.68847,3.16431
CN1C(=O)[C@@]2(CC(=O)/C(=C/c3ccccc3)O2)c2ccccc21,-5.24815,-2.86864,2.37951
C1CC12C[C@]21C[C@]12C[C@]21C[C@]12CC21CC1,-5.79725,-0.16354,5.63371
C=C1[C@H]2C(=O)[C@@]34C[C@]3(C(=O)OC)[C@@H]3C[C@H]4[C@H]2[C@H]13,-5.36275,-1.8735,3.48925
CN(C)c1ccc(/C=C/c2ccc(C=O)s2)cc1,-4.68625,-2.89176,1.79449
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,-4.79066,-1.25234,3.53832
O=C(c1ccc(Cl)cc1)[C@H](Cn1nnc2ccccc21)n1cncn1,-6.03988,-3.33347,2.70641
O=C(CCn1nnc2ccccc21)c1ccc(Cl)cc1,-5.96611,-3.13176,2.83435
CC(=O)c1cccc2cc3c(C(C)=O)cccc3cc12,-5.35447,-3.36328,1.99119
CC(=O)Oc1ccccc1[C@@H]1OC(c2nc(Cl)ccc2Cl)=NN1C(C)=O,-5.44862,-3.0985,2.35012
c1cnc2c(c1)C1=NCCN3CCN[C@@]13c1cccnc1-2,-4.89834,-2.57747,2.32087
COc1ccccc1N1c2ccccc2Sc2ccccc21,-4.27474,-1.70293,2.57181
CN1C(=O)C[C@@H](c2ccccc2[N+](=O)[O-])C1=O,-6.12262,-3.65659,2.46603
NNC(=O)Cc1c[nH]c2ccccc12,-5.07056,-1.62575,3.44481
C[C@@](Br)(C(Br)Br)[C@H]1CC[C@@](C)(Br)[C@H](Br)C1,-6.4787,-2.39533,4.08337
CCOc1cc(C=O)ccc1OCc1ccc(Cl)cc1Cl,-5.59301,-2.56537,3.02764
O=c1oc(Cc2ccc(F)cc2)cc2ccccc12,-5.69154,-2.51174,3.1798
O=C(CCn1nnc2ccccc21)c1ccccc1F,-5.88864,-3.06944,2.8192
Cc1ccc([S@](=O)[C@H]2[C@H]3C=C[C@H](O3)[C@H]2C#N)cc1,-5.59836,-1.95383,3.64453
CC1=CCCC(C)(C)[C@@H]1/C=C/C(C)=C(F)/C=C/C(C)=C/C=O,-5.29387,-3.3904,1.90347
CO[C@@H]1C=CC[C@H]([S@@](=O)c2ccc(C)cc2)[C@@H]1C#N,-5.61469,-1.95055,3.66414
CC(=O)Nc1ccc(S(=O)(=O)NCC(=O)O)cc1,-5.99278,-2.28551,3.70727
C[C@@H](c1ccccc1)N1C=CC(=O)C[C@@H]1c1cc2ccccc2n1S(=O)(=O)c1ccccc1,-4.97453,-2.58161,2.39292
CC(C)c1cc(C#Cc2ccccc2)cc(C(C)C)c1Br,-5.29617,-2.33697,2.9592
CCOC(=O)c1ncoc1-c1ccc(Oc2cc(Cl)cc(Cl)c2)o1,-5.29986,-2.60532,2.69454
c1ccc2c(c1)CC[C@@]21Oc2ccccc2-c2ccccc21,-5.22415,-2.01021,3.21394
O=C1OC[C@@H]2CCCN2C(=O)[C@H]2[C@H]3C=C[C@H](C3)[C@H]2C1=O,-5.56631,-2.37942,3.18689
Cc1ccccc1P(C)(=O)c1ccccc1C,-5.99167,-1.89363,4.09804
CCOC(=S)S[C@]1(c2ccccc2)OC(=O)C(=O)N1C,-5.84569,-2.90814,2.93755
CCOC(=S)N(C(=S)c1ccccc1)c1ccc(C)cc1,-5.00087,-3.10418,1.89669
COCCOc1cc(O)cc(S(=O)(=O)c2ccc(C)cc2)n1,-6.05815,-2.38238,3.67577
CC1(Sc2ccccc2[N+](=O)[O-])CC(=O)C1,-5.88707,-3.51078,2.37629
Cc1ccc(NC(=S)NC(=O)c2c(C)nn(-c3ccccc3)c2Cl)cc1,-5.08723,-2.67382,2.41341
Cc1nc2ccccc2c(=O)n1/N=C/c1ccc(N(C)C)cc1,-4.88556,-2.35337,2.53219
C[C@H]1[C@H](c2ccccc2)O[C@@H]2c3ccccc3O[C@@H](O)[C@@H]21,-5.54085,-1.37316,4.16769
NS(=O)(=O)c1ccc(N[C@H]2OC[C@@H](O)[C@@H](O)[C@H]2O)cc1,-5.42408,-1.62585,3.79823
COC(=O)c1ccccc1Sc1ccccc1C(=O)OC,-5.15581,-2.30687,2.84894
C1=C\c2cccc(c2)CCc2cccc/1c2,-5.16574,-2.22898,2.93676
c1cc2cc(c1)CCc1cccc(c1)CC2,-5.58373,-1.26776,4.31597
COc1ccc2c(c1)C[C@]13CC(=O)[C@@]1(C)CCC[C@H]23,-5.25244,-1.7261,3.52634
CCC(CC)(C(=O)O)C(=O)O,-6.48576,-1.61166,4.8741
C1=CSC2=C(S1)SC(=C1SC3=C(SCCS3)S1)S2,-4.30614,-2.12029,2.18585
Cc1cc(=O)oc2cc(NS(=O)(=O)c3ccccc3)ccc12,-5.80992,-2.84963,2.96029
C[C@H](C/N=C/c1ccc(Cl)cc1)/N=C/c1ccc(Cl)cc1,-5.84474,-2.60943,3.23531
c1ccc(C2=NCCCN=C2c2ccccc2)cc1,-5.50565,-2.66221,2.84344
CSC(=S)N(C)/N=C/C=C/C=C1/C=NN(C)C(SC)=N1,-4.51445,-2.86619,1.64826
O=C1C[C@@H]2Cc3ccccc3[C@@H](CCO)[C@@H]2O1,-6.06085,-1.42762,4.63323
COc1ccc2c(c1)[C@@H](CCO)[C@H](O)C2,-5.08918,-1.1163,3.97288
CO[C@H]1C=C(C)[C@H](Oc2ccccc2)[C@H]2C(=O)N(C)C(=O)[C@@H]12,-5.41456,-1.77182,3.64274
COc1cc2c(cc1OC)[C@@H]1N(CC2)C(=O)C[S@@]1=O,-5.10299,-1.70678,3.39621
COc1cc2c(cc1OC)[C@]1(C)N(CC2)C(=O)C[S@@]1=O,-5.08743,-1.61278,3.47465
c1ccc2sc(-c3sccc3-c3ccsc3-c3nc4ccccc4s3)nc2c1,-5.44386,-2.72751,2.71635
COC(=O)c1ccc(-c2cc(OC)cc(OC)c2)cc1,-5.4514,-2.46967,2.98173
CC(C)c1cccc(C(C)C)c1/N=C/c1ccccc1,-5.16195,-2.58957,2.57238
CC(=O)Nc1ccc(OC(C)(C)C(=O)O)cc1,-5.06377,-1.58312,3.48065
NC(=S)N1N=C(c2ccc(Cl)cc2)C[C@@H]1c1ccc(F)cc1,-4.99013,-2.86237,2.12776
Cc1ccc(C2=NN(C(N)=S)[C@H](c3ccc(F)cc3)C2)cc1,-4.85209,-2.60843,2.24366
Cc1ccc(-c2cn3nc(COc4ccc(Cl)cc4Cl)sc3n2)cc1,-5.2302,-2.39666,2.83354
COc1ccc([C@H]2CN(C)C[C@]2(CO)[N+](=O)[O-])cc1,-5.19967,-2.7422,2.45747
O=C(NC(=S)Nc1ccc(Cl)cc1)c1ccc(-c2ccccc2)cc1,-5.37677,-3.09828,2.27849
O=c1c(Cc2cccc([N+](=O)[O-])c2)coc2ccccc12,-5.84784,-3.30968,2.53816
NS(=O)(=O)c1ccccc1NC(=O)Oc1ccc([N+](=O)[O-])cc1,-6.3654,-3.51137,2.85403
C[Si](C)(C)[C@]12C=CC=C[C@H](C=C1)C2=O,-5.21484,-2.34479,2.87005
Cc1ccc(-c2nc3ccccc3n2-c2ccccc2)cc1,-5.2764,-2.02835,3.24805
COc1cc(-c2ncccn2)cc(-c2ncccn2)c1,-5.36871,-2.53277,2.83594
Cc1ccc(C(=O)NCc2ccc3c(c2)OCO3)cc1,-5.10164,-1.90304,3.1986
CN(C)c1ccc2c3c(ccc(N(C)C)c13)C=C2,-4.38809,-2.33521,2.05288
NC(=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,-6.19743,-1.20087,4.99656
CSc1ncccc1C(=O)NC1CCCCC1,-5.18109,-2.20143,2.97966
O=c1c2ccccc2n(CCCl)c2ccccc12,-5.42932,-2.75423,2.67509
O=c1c2ccccc2n(CCO)c2ccccc12,-5.28897,-2.65956,2.62941
COc1cc(Br)c2c3c1O[C@H]1CC(=O)C=C[C@@]31CCS(=O)(=O)C2,-5.50055,-3.10456,2.39599
Cc1ccc(NS(=O)(=O)c2ccc(I)cc2)c([N+](=O)[O-])c1,-6.23167,-3.85406,2.37761
O=C(O)[C@H]1C[C@H]2C[C@@H]1c1ccccc12,-5.8703,-1.45881,4.41149
COc1ccc(/C(C#N)=C/c2cc(-c3c(C)cc(C)cc3C)no2)cc1,-5.49764,-3.26461,2.23303
CN1C=CC=C[C]1[C]1c2ccccc2-c2ccccc21,-4.20726,-2.5692,1.63806
CN(c1ccc2cccc(O)c2n1)c1ccc2cccc(O)c2n1,-5.03048,-2.67783,2.35265
C[C@H]1CCCC[C@@]12O[C@@H]2c1nc2ccccc2s1,-5.81707,-2.00272,3.81435
CC[C@]12CCCN3C(=O)C(Br)=C(Br)[C@@]31OCC2,-5.81452,-2.39796,3.41656
CC1(C)O[C@H]2[C@H](O)C[C@H]3CO[N][C]3[C@H]2O1,-5.50799,-1.23689,4.2711
CC(=O)O[C@H]1C[C@@H]2CO[N][C]2[C@H]2OC(C)(C)O[C@@H]12,-5.73236,-1.52801,4.20435
Cc1ncc(-c2cccs2)nc1C,-5.43752,-2.46939,2.96813
COc1ccc(O)c2c1[C@H]1CC[C@]2(OC)CC1,-4.47077,-0.86064,3.61013
COc1c([C@@H]2COc3cc(O)cc(O)c3C2=O)ccc2c1OCO2,-5.20492,-2.40099,2.80393
CC1=C(C)[C@]2(O)OC(C)(C)C=CC2=CC1=O,-5.46343,-3.03837,2.42506
C[C@@H]1C=CC[S@](=O)N1C(=O)OCc1ccccc1,-5.75606,-1.56209,4.19397
COC(=O)C1=NNC(C(=O)OC)=C2CS[C@H](C)SC[C@@H]12,-5.28411,-2.9253,2.35881
Cc1ccc(S(=O)(=O)N2[C@@H](C)C=C[C@@H](C)[S@@]2=O)cc1,-5.70222,-2.18887,3.51335
O=C(O)c1ccccc1Nc1ccccc1C(=O)O,-5.08293,-2.53687,2.54606
Clc1ccc(C2=NN(c3ccccc3)[C@H](c3ccco3)C2)cc1,-4.58674,-2.32499,2.26175
COc1cc2cc(C3OCCO3)cnc2cc1OC,-5.30653,-2.03333,3.2732
CC(C)(C)OC(=O)N1C[C@@]2(Cl)C[C@H]3O[C@]2(C1)[C@@H]1O[C@H]31,-5.76044,-1.08719,4.67325
O=C(CC(CC(=O)c1sccc1Br)c1cc(Cl)cc(Cl)c1Cl)c1sccc1Br,-5.89049,-3.07109,2.8194
Cn1cc(I)nc1Sc1ccccc1,-5.35769,-1.65815,3.69954
O=C(O)c1cc(-c2ccccc2)nn1Cc1ccc(Cl)nc1,-5.76539,-2.69647,3.06892
O=[N+]([O-])N1CN([N+](=O)[O-])CC(Br)([N+](=O)[O-])C1,-7.33474,-4.08429,3.25045
COC(=O)N=c1[nH]c2ccccc2[nH]1,-5.3197,-1.74649,3.57321
O=C1CC[C@H]([C@H](O)CC(=O)c2ccccc2)O1,-5.98367,-2.81506,3.16861
CCOC(=O)[C@H]1C[C@@]12C=CC(=O)c1ccccc12,-5.49222,-2.82813,2.66409
O=C(OC[C@@]12O[C@@H]1[C@H]1O[C@H]1[C@H](O)[C@H]2O)c1ccccc1,-6.21814,-2.42577,3.79237
O[C@H]1CN2CCCC[C@H]2[C@@H]1OCc1ccccc1,-5.01649,-1.12555,3.89094
CC1=NN([CH]c2ccccc2)[Si]2(C)(O1)OC(C)=NN2Cc1ccccc1,-4.34938,-3.16611,1.18327
C[C@H]1CC[C@@H](c2ccccc2)c2ccccc21,-5.7403,-1.27413,4.46617
N#C/C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)=C1\CCCN1,-6.17508,-3.11313,3.06195
CN(C)[C]([P]C(=O)c1ccccc1)N(C)C,-4.59229,-2.24981,2.34248
C=C1C(=O)O[C@H]2C[C@H](C)[C@@H]3CC(=O)C(C)=C3[C@H](O)[C@H]12,-5.68089,-2.86232,2.81857
Cc1ccc(F)c2c1C(=O)c1ccccc1C2=C(C#N)C#N,-6.29793,-4.20548,2.09245
c1ccc([C@H]2O[C@@H]3COC[C@H]2[C@H]3c2ccccc2)cc1,-5.59397,-1.43567,4.1583
O=C1C=CC(=O)[C@@H]2[C@@H]3C=C[C@@H](C3)[C@H]12,-5.91059,-3.74794,2.16265
COCc1nc(N)sc1C(=O)OC,-5.38565,-2.26384,3.12181
CCOP(=O)(Cn1cc(-c2ccccc2)nn1)OCC,-5.57332,-1.7307,3.84262
O=C(c1ccc(Cl)cc1)c1cc(C(=O)c2ccc(Cl)cc2)cc(C(=O)c2ccc(Cl)cc2)c1,-6.06585,-3.41858,2.64727
C[C@@H](OC(=O)O[C@H](C#N)C(C)(C)C)c1ccccc1,-6.38041,-1.51737,4.86304
Cc1cccc(C)c1/N=C1/SCCN1S(C)(=O)=O,-5.31005,-1.47881,3.83124
O=C1COCc2cccc(c2)COCC(=O)c2ccc1cc2,-5.75382,-3.35294,2.40088
C=C1[C@@H](C)[C@@](C)(O)O[C@@]12OC(=O)C=C2OC,-6.12994,-1.96929,4.16065
CO[C@@]12C[C@@H](Br)C(=O)C[C@@H](Br)[C@@](OC)(C[C@H]1Br)O2,-6.01642,-2.69525,3.32117
COC1(OC)CCC(=O)CCC(=O)CC1,-5.68149,-2.10028,3.58121
C[Si]1(C)OC2=C(C(=O)CCC2)[C@]2(CCCC(=O)C2)O1,-5.16735,-2.24424,2.92311
O=C1Nc2ccccc2[C@@H]1c1c[nH]c2ccccc12,-5.07549,-1.53093,3.54456
CC(C)(O)C#CP1(=O)OCC(C)(C)CO1,-6.67358,-1.47085,5.20273
O=S1(=O)c2ccccc2-c2cc(-c3cccc[n+]3[O-])ccc21,-5.62253,-2.98749,2.63504
C#C[C@@H](O)[C@H]1O[C@@H](OC)[C@@H]2OC(C)(C)O[C@H]12,-6.00223,-0.90996,5.09227
C[C@H]([C@H](O)[C@H](O)CNC(=O)OC(C)(C)C)C(F)(F)F,-5.97739,-0.60022,5.37717
C[C@H](OC(=O)[C@]12CC[C@](C)(C(=O)O1)C2(C)C)c1cc2ccoc2cn1,-6.13634,-2.25936,3.87698
C[C@H](c1ccccc1)N1C=Cc2ccccc2[C@H]1C(Br)(Br)Br,-4.79805,-2.67352,2.12453
O=C1CC[C@H](Br)C[C@H]1[C@@H](O)c1ccc([N+](=O)[O-])cc1,-5.97712,-3.56155,2.41557
C[C@H]1CCC(=O)[C@H]([C@@H](O)c2ccc(Cl)cc2)C1,-5.37595,-1.94348,3.43247
CC(=O)N1C(=O)[C@H]2[C@@H](C)C=C(C)[C@@H]1[C@H]2C(=O)O,-5.97987,-2.04502,3.93485
C(CCN1CSCSC1)CN1CSCSC1,-5.25847,-0.92303,4.33544
Cc1sc(=S)n(C(C)C)c1C(C)C,-4.64005,-1.6202,3.01985
C[Si](C)(C)C#CC1(O)c2cc(Br)ccc2-c2ccc(Br)cc21,-5.5617,-2.45115,3.11055
O=c1c2c1SCCCSC#CSCCCCS2,-5.35806,-1.6715,3.68656
O=c1c2c1SCCCCSC#CSCCCCCS2,-5.19039,-1.63327,3.55712
CS(=O)(=O)N1C/C(=C\c2ccccc2)CS1(=O)=O,-6.13659,-2.59301,3.54358
Brc1cc2c(Br)cc1CSCc1ccc(cc1)CSC2,-5.39782,-2.20986,3.18796
C[C@]12OC=C[C@]34CCCC[C@@]31C[C@@H](O4)O2,-5.40592,-0.66915,4.73677
O=C1C2=C(C(=O)c3ccccc31)[C@H]1C[C@@H]2[C@H](Sc2ccccc2)[C@H]1Cl,-5.56485,-4.12639,1.43846
CCn1c(=O)c(C(=O)O)c(C)c2ccccc21,-5.90225,-3.14043,2.76182
CC(C)OC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-4.97913,-1.61008,3.36905
NN[C]1[N]S(=O)(=O)c2ccccc2N1,-5.76992,-1.84379,3.92613
CC(C)(C)OC(=O)C[C@@H]1C[C@H](O)CO1,-5.87716,-0.78207,5.09509
O=c1c([C@@H]2N=C(c3ccccc3)SS2)coc2ccccc12,-4.98506,-2.76748,2.21758
O=C1CC[C@]2(O1)O[PH]1(OC2=O)OC(=O)[C@]2(CCC(=O)O2)O1,-6.94939,-2.21347,4.73592
CO[C@]12C=C[C@@H]3C[C@H]1C(=O)O[C@@]2(CC=C(C)C)C3=O,-5.75223,-2.36869,3.38354
C1#Cc2ccc(o2)C#CCCC#Cc2ccc(o2)C#CCC1,-4.84238,-2.0172,2.82518
C1#Cc2ccc(s2)C#CCCC#Cc2ccc(s2)C#CCC1,-4.99372,-2.29959,2.69413
COC(=O)C1=C[C@H](c2ccc(Br)cc2)[C@@H]2CC=C[C@@H]2O1,-5.43772,-2.02603,3.41169
COC(=O)c1c(OC)nc(-c2ccccc2)c(OC)c1OC,-5.45116,-2.25927,3.19189
Cc1cc2sc3cc4sc5cc(C)c(C)cc5sc4nc3sc2cc1C,-4.90797,-2.08481,2.82316
Cc1ccc(S([O])([O])Oc2cccc3cccnc23)cc1,-5.90091,-2.64488,3.25603
CC(=O)[C@H]1[C@H]2[C@@H]3[C@@H](S[C@@H]4SC(=O)[C@H]1[C@@H]43)S[C@@H]2C,-5.35484,-2.3244,3.03044
C[C@]12Cc3ccccc3C[C@@]1(O)CCC2=O,-5.65164,-1.91917,3.73247
COc1cc2c(cc1OC)CC(=O)N(CCCCl)C=C2,-4.83687,-1.7262,3.11067
COc1cc(-c2ccc(I)c(OC)c2)ccc1I,-5.26487,-2.32302,2.94185
CO[C@H]1OC[C@@H]2OC(C)(C)O[C@@H]2[C@H]1OC(=S)SC,-5.49153,-2.16617,3.32536
Cc1ccc(/C=C/C(=O)c2ccc(Cl)cc2Cl)cc1,-5.79666,-3.2172,2.57946
Cn1cccc1C(=O)NCCC(=O)O,-5.35001,-1.438,3.91201
Cc1oc2ccc3cc(Br)ccc3c2c1S(=O)(=O)c1ccccc1,-5.53436,-2.41622,3.11814
O[C@@H]1c2ccccc2C=C[C@H]1Oc1ccccc1Br,-5.48309,-2.199,3.28409
ClC(c1ccccc1)=c1ssc(=C(Cl)c2ccccc2)ss1,-5.2169,-2.64601,2.57089
O=C1/C(=C/c2ccc(Cl)cc2Cl)CCc2ccccc21,-5.66146,-3.17802,2.48344
