smiles,mp
CC(=O)c1ccc(NS(C)(=O)=O)c(Sc2ccc(F)cc2F)c1,115.5
CC(=O)c1ccc(NS(C)(=O)=O)c(Nc2ccc(F)cc2F)c1,114
CC(=O)c1ccc(NS(C)(=O)=O)c(C(=O)c2ccc(F)cc2F)c1,115.5
CS(=O)(=O)Nc1ccc(C#N)cc1Nc1ccc(F)cc1F,168
CS(=O)(=O)Nc1ccc(C(N)=O)cc1Sc1ccc(F)cc1F,177
CC(=O)c1cc(NS(C)(=O)=O)c(Sc2ccc(F)cc2F)cc1[N+](=O)[O-],169.5
CC(=O)c1ccc(NS(C)(=O)=O)c(NC(=O)c2ccc(F)cc2F)c1,203.5
CS(=O)(=O)Nc1ccc(C=O)cc1Sc1ccc(F)cc1F,110
CS(=O)(=O)Nc1ccc(CO)cc1Sc1ccc(F)cc1F,78.5
CS(=O)(=O)Nc1nc(-c2ccc(NS(C)(=O)=O)c(Sc3ccc(F)cc3F)c2)cs1,160
CS(=O)(=O)Nc1ccc(-c2cn3cccnc3n2)cc1Sc1ccc(F)cc1F,219.5
CC(=O)c1ccc(NS(C)(=O)=O)c(C(=O)Nc2ccc(F)cc2F)c1,154
CS(=O)(=O)Nc1cc(Cl)c(C#N)cc1Sc1ccc(F)cc1F,160.5
CS(=O)(=O)Nc1ccc(C(=O)Cc2ccccc2)cc1Sc1ccc(F)cc1F,121
CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1C(=O)c1ccc(F)cc1F,175
CC(=O)C(=O)c1ccc(NS(C)(=O)=O)c(Sc2ccc(F)cc2F)c1,108.5
Nc1nc(Br)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,209.5
Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,225.5
Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F,208
CCOC(=O)c1ncn2c1c(C)nc1ccccc12,192.5
CCOC(=O)c1ncn2c1cnc1ccccc12,195.5
CC(C)OC(=O)c1ncn2c1cnc1ccccc12,205.5
Cc1nc2ccccc2n2cnc(C(=O)OC(C)C)c12,182.5
Cc1nc2ccccc2n2cnc(C(=O)OC(C)(C)C)c12,176.5
Cc1nc2ccccc2n2cnc(-c3noc(C4CC4)n3)c12,166
Cc1nc(-c2ncn3c2c(C)nc2ccccc23)no1,192.5
Cc1nc2ccccc2n2cnc(-c3nc(C4CC4)no3)c12,188.5
Cc1noc(-c2ncn3c2cnc2ccccc23)n1,269.5
CC1=C(C(=O)OCCOc2ccc(C(=O)c3ccccc3)c(O)c2)CC(C(=O)OCCOc2ccc(C(=O)c3ccccc3)c(O)c2)=C(C)N1,188
CC(=O)N1CCc2oc3ncccc3c(=O)c2C1,183
O=c1c2c(oc3c1nnn3Cc1ccccc1)CCS2,158.5
O=c1c2c(oc3c1nnn3Cc1ccccc1)CSC2,211
O=c1c2c(oc3ncccc13)-c1ccccc1CCC2,188
O=C(C1=C(O)CCS1)c1nnn(Cc2ccccc2)c1Cl,119
CC(C)c1n[nH]c(=O)n1N,172
CCc1n[nH]c(=O)n1N,171
Nn1c(C2CC2)n[nH]c1=O,183
OCc1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,225.5
COC(=O)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,149.5
CCOC(=O)CC(=O)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,137.5
CCOC(=O)/C(C)=C(/C)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1,167
CC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1O2,164
CC(=O)c1ccc2c(c1)Sc1cc(Br)ccc1O2,144
CC(=O)c1ccc2c(c1)Sc1ccccc1C=C2,83
CC1(C)NC(=O)c2cc(C#N)ccc2O1,128
CC1(C)N=C(n2ccccc2=O)c2cc(C#N)ccc2O1,115.5
CC1(C)N=C(Oc2ccnc(O)c2)c2cc(C#N)ccc2O1,276.5
CC1(C)N=C(Oc2ccccn2)c2cc(F)ccc2O1,114
CC1(C)N=C(n2ccc(O)cc2=O)c2cc(Br)ccc2O1,171.5
CC1(C)N=C(n2nc(O)ccc2=O)c2cc(Br)ccc2O1,197
CN1CC=C(c2c[nH]c3ccc(CCNS(C)(=O)=O)cc23)CC1,171
CC(C)(C(=O)c1cccnc1)c1ccc(Cl)cc1Cl,103.5
O=C(c1ccc(Cl)cc1Cl)C1(c2cccnc2)CC1,83
CCNC(=O)c1cccc2[nH]n(C)c(=O)c12,193
CCNC(=O)c1cccc2[nH][nH]c(=O)c12,209.5
COC(=O)c1cnn2c(O)cc(C(F)(F)F)nc12,216.5
COC(=O)c1cnn2c(C(F)(F)F)cc(O)nc12,149.5
COC(=O)c1cnn2c(C(F)(F)F)cc(Cl)nc12,126.5
CCOC(=O)/C(=N\OCCN)c1csc(NC(c2ccccc2)(c2ccccc2)c2ccccc2)n1,135
Brc1ccc2c(c1)OC(c1ccccc1)(c1ccccc1)O2,88.5
COCC(=O)Nc1nc2ccccc2s1,99.5
COc1ccc2nc(NC(=O)CO)sc2c1,208.5
COc1cccc2sc(NC(=O)COC(C)=O)nc12,161.5
COc1cccc2sc(NC(=O)CO)nc12,194
Cc1cc2nc(NC(=O)CO)sc2cc1C,207
CC(=O)OCC(=O)Nc1nc2c(Cl)cccc2s1,206
O=C(CO)Nc1nc2c(Cl)cccc2s1,243.5
CCC(=O)OCC(=O)Nc1nc2ccc(OC)cc2s1,146
COc1ccc2nc(NC(=O)COC(=O)C(C)C)sc2c1,141.5
COc1ccc2nc(NC(=O)COC(=O)c3ccccc3)sc2c1,203.5
COCC(=O)Nc1nc2c(C)cccc2s1,110.5
COCC(=O)Nc1nc2ccc([N+](=O)[O-])cc2s1,231.5
CCOCC(=O)Nc1nc2ccccc2s1,113.5
COCC(=O)Nc1nc2ccc(F)cc2s1,139.5
Cc1ccc(-c2nc(CCl)c(C)o2)cc1,92
Cc1ccc(-c2nc(CCC(=O)c3ccc(Br)s3)c(C)o2)cc1,118.5
COC[C@@H]1CN(c2ccc(OCc3ccccc3)cc2)C(=O)O1,101
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CC=C(c2ccccc2)CC1,88
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CC=C(c2ccc(F)cc2)CC1,224
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CC=C(c2ccc(Cl)cc2)CC1,111
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccc(Cl)cc2)CC1,120
O=S1(=O)c2cccc3cccc(c23)N1CCN1CC=C(c2ccccc2)CC1,106
O=C(c1ccc(F)cc1)C1CCN(CCN2c3cccc4cccc(c34)S2(=O)=O)CC1,145
O=S1(=O)c2cccc3c(Cl)cc(Cl)c(c23)N1CCCN1CC=C(c2ccccc2)CC1,126
Nc1ccc(N2CCN(CCCN3c4cccc5cccc(c45)S3(=O)=O)CC2)cc1,113
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccccc2F)CC1,112
Cc1ccc(N2CCN(CCCN3c4cccc5cccc(c45)S3(=O)=O)CC2)cc1,136
O=S1(=O)c2cccc3cccc(c23)N1CCCCN1CCN(c2noc3ccccc23)CC1,138
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2nsc3ccccc23)CC1,172.5
O=S1(=O)c2cccc3cccc(c23)N1CCCCN1CCN(c2nsc3ccccc23)CC1,123
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2cccc(O)c2)CC1,175
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCN(c2ccccc2O)CC1,128
O=S1(=O)c2cccc3cccc(c23)N1CCN1CC=C(c2c[nH]c3ccccc23)CC1,208
O=S1(=O)c2cccc3cccc(c23)N1CCCCN1CC=C(c2c[nH]c3ccccc23)CC1,203
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CCC(c2ccc(Cl)cc2)CC1,111
CC(=O)n1cc(C2=CCN(CCCN3c4cccc5cccc(c45)S3(=O)=O)CC2)c2ccccc21,163
O=S1(=O)c2cccc3cccc(c23)N1CCCCN1CCN(c2ccc(O)cc2)CC1,195
O=S1(=O)c2cccc3cccc(c23)N1CCCN1CC=C(c2c[nH]c3ccc(F)cc23)CC1,224
O=C(c1ccccc1)n1c(=O)n(C2CCN(CCCN3c4cccc5cccc(c45)S3(=O)=O)CC2)c2ccccc21,133
CCOC[C@H]1CN(c2ccc(OCc3ccccc3)cc2)C(=O)O1,92
O=c1c(-c2ccccc2)ccc2n1CCc1ccccc1-2,140
Cc1ccc(S(=O)(=O)O[C@@H]2C[C@@H](CCl)N(S(=O)(=O)c3ccc(C)cc3)C2)cc1,145.5
Cc1ccc(S(=O)(=O)N2C[C@@H]3C[C@H]2CN3C)cc1,87.5
Cc1ccc(S(=O)(=O)N2C[C@@H](Cl)C[C@@H]2CCl)cc1,104
Nc1c(C(F)(F)F)ccc(CCO)c1[N+](=O)[O-],73
CCOC(=O)c1cc(C(C)C)n(-c2ccc(Cl)cc2Cl)n1,94
N#CC(C#N)=Cc1ccc(OS(=O)(=O)c2cc(Cl)c(Cl)cc2Cl)cc1,165.5
CCOC(=O)[C@H]1CCc2ccc(O)cc2O1,77.5
O=C(O)[C@@H]1CCc2ccc(O)cc2O1,78
CC(C)(C)OC(=O)NCCCCCCO,36.5
CC(C)(C)OC(=O)NCCCCC/C=C/C(=O)O,77
CC1=C(C(=O)OC(C)C)[C@@H](c2cccc(Cl)c2)NC(=O)N1C(N)=O,132
CCN(CC)c1ccc(S(=O)(=O)N2CCCC2=S)cc1,183.5
CCN(CC)c1ccc(S(=O)(=O)CCCCC(=O)O)cc1,107
CCN(CC)c1ccc(S(=O)(=O)N2CCCCC2=O)cc1,119
O=S(=O)(c1ccc(N2CCCCC2)cc1)N1CCCC1=S,197.5
O=C(O)CCCCN(C1CCNCC1)S(=O)(=O)c1ccccc1,117.5
O=C1CCCCN1S(=O)(=O)c1ccc(N2CCCCC2)cc1,142.5
O=S(=O)(c1ccc(N2CCCCCC2)cc1)N1CCCC1=S,172.5
O=C(O)CCCCNS(=O)(=O)c1ccc(N2CCCCCC2)cc1,137.5
Oc1ccc(OCc2ccccc2)c2ccccc12,118.5
Cc1cc(=O)[nH]c(SCc2ccccc2N(C)C)n1,153
Cc1ccnc(CSc2nc(C)cc(=O)[nH]2)c1,157.5
CCc1c(C)nc(SCc2cc(C)ccn2)[nH]c1=O,131
CCc1ccc(CSc2nc(C)cc(=O)[nH]2)nc1,127.5
Cc1cc(=O)[nH]c(SCc2ccccn2)n1,155
Cc1cc(=O)[nH]c(SCc2ccc(Br)cc2N(C)C)n1,163.5
COc1c(C)cnc(CSc2nc(C)cc(=O)[nH]2)c1C,232
CN(C)c1ccccc1CSc1nccc(=O)[nH]1,157
NC1=c2c3c(ccc2=CCS1)CCCN3,215
O=C1NCc2cc(C(=O)c3ccccc3)ccc2N1,264.8
O=Cc1cc(C(=O)c2ccccc2)ccc1[N+](=O)[O-],96.7
N#Cc1cc(C(=O)c2ccccc2)ccc1[N+](=O)[O-],118
NC(=O)c1cc(C(=O)c2ccccc2)ccc1[N+](=O)[O-],244.3
NC(=O)c1cc(C(=O)c2ccccc2)ccc1N,225.2
O=C(c1ccccc1)c1ccc([N+](=O)[O-])c(C(=O)O)c1,168.6
O=C(c1ccccc1)c1ccc([N+](=O)[O-])c(C(=O)NCc2ccccc2)c1,167.4
CNC(=O)c1cc(C(=O)c2ccccc2)ccc1[N+](=O)[O-],137.6
CNC(=O)c1cc(C(=O)c2ccccc2)ccc1N,140.5
Cc1nc(-c2ccccc2)cc(-c2cccc(C#N)c2)c1C(=O)NCCN1CCOCC1,167
Cc1nc(-c2ccccc2)cc(-c2cccc(C=O)c2)c1C(=O)NCCN1CCOCC1,123.5
Cc1cc(-c2cccc(C#N)c2)c(C(=O)NCCN2CCOCC2)c(C)n1,159.5
Cc1nc(-c2ccccc2)cc(-c2cccc(C#N)c2)c1NC(=O)CCN1CCOCC1,151.2
CC(=O)c1c(-c2cccc([N+](=O)[O-])c2)cc(C(=O)NCCN2CCOCC2)nc1C,108.5
Cc1nc(-c2ccccc2)cc(-c2ccc(C#N)o2)c1C(=O)NCCN1CCOCC1,142
O=C1COC(=O)N1C(c1ccccc1)(c1ccccc1)c1ccccc1,217
CC(C)c1nc2cc(COc3ccc(C=O)cc3)ccc2o1,87
CCOC(=O)c1cn(CCF)c2cc(F)c(F)cc2c1=O,179
O=C(O)c1cn(CCF)c2cc(F)c(F)cc2c1=O,250
CCOC(=O)c1cn(C)c2cc(F)c(F)cc2c1=O,211
Cn1cc(C(=O)O)c(=O)c2cc(F)c(F)cc21,285.5
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(F)c(F)cc2c1=O,254
NCCc1csc(N)n1,70
CC(C)=CC(=O)N(C)c1cccc(Br)c1,93
CC(=O)c1ccc2c(c1)N(C)CCC2(C)C,47
C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)OCCO2,172.5
C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)SCCS2,236.5
COC(=O)c1ccc(/C=C(\C)c2ccc3c(c2)OC(C)(C)O3)cc1,73
CCOC(=O)c1ccc(/C=C(\C)c2ccc3c(c2)OCCCC3)cc1,71.5
CCOC(=O)c1ccc(/C=C(\C)c2ccc3c(c2)CCC(C)(C)CS3)cc1,96.5
COC(=O)c1ccc(/C=C(\C)c2ccc3c(c2)CCCCN3C)cc1,106
CCOC(=O)c1ccc(NC(=O)c2ccc3c(c2)OCC(C)(C)CO3)cc1,181.5
CC1(C)COc2ccc(C(=O)O)cc2OC1,172.5
C/C(=C\c1ccc(O)cc1)c1ccc2c(c1)OCC(C)(C)CO2,70.5
COC(=O)c1ccc(/C=C(\C)c2ccc3c(c2)SCCCN3C)cc1,97.5
C/C(=C\c1ccc(OCCN(C)C)cc1)c1ccc2c(c1)SCC(C)(C)CS2,46.5
O=C(O)c1ccc(NC(=O)c2ccc3c(c2)SCCCC3)cc1,261.5
CC(=O)c1ccc2c(c1)SC(C)(C)S2,75.5
COC(=O)c1ccc(/C=C(\C)c2ccc3c(c2)SC(C)(C)S3)cc1,86.5
C/C(=C\c1ccc(OCCN2CCOCC2)cc1)c1ccc2c(c1)SC(C)(C)S2,90.5
C/C(=C\c1ccccc1)c1ccc2c(c1)SC(C)(C)S2,57.5
CCOC(=O)Oc1ccc(/C=C(\C)c2ccc3c(c2)SC(C)(C)S3)cc1,93.5
C/C(=C\c1ccc(O)cc1)c1ccc2c(c1)SC(C)(C)S2,123.5
C/C(=C\c1ccccc1)c1ccc2c(c1)C(C)(C)CCO2,64.5
CC1(C)CCOc2cc(C(=O)O)ccc21,173.5
CC1(C)CCOc2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,280
CC1(C)CCSc2cc(C(=O)O)ccc21,203
CCOC(=O)c1ccc(NC(=O)c2ccc3c(c2)SCCC3(C)C)cc1,149
CC1(C)CCSc2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,275
CCOC(=O)c1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1,135
O=C(O)c1ccc(NC(=O)c2ccc3c(c2)OCCO3)cc1,279
C/C(=C\c1ccc(OCCN(C)C)cc1)c1ccc2c(c1)C(C)(C)CCS2,81.5
COC(=O)c1ccc(/C=C(\C)c2ccc3c(c2)N(C)CCN3C)cc1,92
C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)N(C)CCN2C,204
CC1(C)COc2ccc(C(=O)Nc3ccc(C(=O)O)cc3)cc2OC1,250
C/C(=C\c1ccccc1)c1ccc2c(c1)SCC(C)(C)CS2,46.5
CNS(=O)(=O)Cc1ccc2[nH]ccc2c1,128
CNS(=O)(=O)Cc1ccc2[nH]cc(CC(=O)O)c2c1,129.5
CNS(=O)(=O)Cc1ccc2c(c1)c(CC#N)cn2Cc1ccccc1,134
CC(C)(NC(N)=O)C(=O)NCCO[N+](=O)[O-],99
CC(C)NC(=O)NC(C)(C)C(=O)NCCO[N+](=O)[O-],121
NCCC(=O)NCCCO,141
CC(C)(N)C(=O)NCCCO,157
NCC(=O)N[C@H]1CC[C@H](O)CC1,112
O=C(CCl)N[C@H]1CC[C@H](O)CC1,150
NC(=O)c1ccc(OC(F)(F)C(F)(F)Br)cc1,151
CC(=O)Oc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OC(C)=O)cc3)c(C)c2)cc1,128.5
CC(=O)Oc1ccc(C(=O)Oc2ccc(OC(=O)c3ccc(OC(C)=O)cc3)cc2)cc1,185.8
FC(F)(F)c1cccc(-c2ccnc3nccn23)c1,161.5
Cc1cc(-c2cccc(C(F)(F)F)c2)n2ccnc2n1,171
CC(C)(CO)n1cnc2c(N)nc3ccccc3c21,279
CC(C)(CO)n1c(Cc2ccccc2)nc2c(Cl)nc3ccccc3c21,264
CC(C)(C)Nc1c([N+](=O)[O-])cnc2ccccc12,107
CC(C)(C)n1cnc2c(O)nc3ccccc3c21,300
O=C(NCCc1ccc(O)cc1)OCc1ccccc1,97
N#CCOc1ccc(CCNC(=O)OCc2ccccc2)cc1,112.5
Cn1nnnc1Oc1ccc(CCN)cc1,167.5
O=S(=O)(NCCc1ccc(Nc2nnn[nH]2)cc1)c1ccc(Cl)cc1,149.2
O=C(COc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)Nc1nnn[nH]1,228.5
O=C(Cc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1)Nc1nnn[nH]1,169
O=C(CCC(=O)c1ccc(CCNS(=O)(=O)c2ccccc2)cc1)Nc1nnn[nH]1,241.5
COC(=O)CCC(=O)c1ccc(CCNC(C)=O)cc1,119.5
NCCc1ccc(C(=O)CCC(=O)O)cc1,234.5
O=S(=O)(NCCc1ccc(Cc2nnn[nH]2)cc1)c1ccc(Cl)cc1,168.5
CCOC(=O)c1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,88
O=S(=O)(NCCc1ccc(CCl)cc1)c1ccc(Cl)cc1,97
COC(=O)CCCC(=O)c1ccc(CCNC(C)=O)cc1,107.5
COC(=O)CCCCc1ccc(CCNC(C)=O)cc1,58
O=C(O)CCCCc1ccc(CCNS(=O)(=O)c2ccc(Cl)cc2)cc1,119
Oc1cccc(CCNCc2ccccc2)c1,87
O=C(COc1cccc(CCNC(=O)OCc2ccccc2)c1)Nc1nnn[nH]1,165.5
O=C(COc1cccc(CCNS(=O)(=O)c2ccc(Br)cc2)c1)Nc1nnn[nH]1,205.5
NC(=O)COc1cccc(CCNS(=O)(=O)c2ccc(Cl)cc2)c1,113
N#CCOc1cccc(CCNS(=O)(=O)c2ccc(Cl)cc2)c1,92
Cc1ccc(S(=O)(=O)NCCc2cccc(OCC(=O)Nc3nnn[nH]3)c2)cc1,200
CC1(C)SCN(CCCCN2CCN(c3ccc4ccccc4n3)CC2)C1=O,109
CCOCCOCCOc1cc(N2C(=O)C3=C(CCCC3)C2=O)c(F)cc1Cl,61
N#CC1=CCOc2ccc(F)cc21,114.5
O=C(O)[C@H]1C[C@H](CCc2ccccc2)Oc2ccc(F)cc21,106.5
C[C@H]1C[C@H](C(=O)O)c2cc(Cl)c(Cl)cc2O1,109
CNS(=O)(=O)Cc1ccccc1Br,73.25
Clc1ncnc2c1N(C1CC=CC1)CN2,125
Clc1ncnc2c1ncn2C1CC=CC1,57
Nc1ncnc2c1ncn2[C@@H]1CC[C@@H](O)[C@H]1O,201.5
Nc1ncnc2c1nnn2[C@@H]1CC[C@@H](O)[C@H]1O,244.5
CCCCOC(=O)[C@@H]1C[C@H](n2cnc3c(Cl)ncnc32)[C@H](O)[C@H]1O,105
CCCCOC(=O)[C@@H]1C[C@H](n2cnc3c(N)ncnc32)[C@@H](O)[C@H]1O,174
O=C(O)c1cccn1Cc1ccco1,117.5
COc1c(O)c(C(C)=O)c(OC)c2c1OCC2,100.5
COC(=O)c1ncc[nH]1,187.5
C=CCC(C(=O)O)(c1ccccc1)c1ccccc1,135.5
CCCCNC(=O)NCCC,71
Cc1cc(C2=NCCO2)cc(C)c1O,185
O=C1CCSc2sccc21,61.5
O=C1CCS(=O)(=O)c2sccc21,121.2
CC(C)(C)OC(=O)Nc1cccc(C(=O)NCCC(=O)OCc2ccccc2)c1,130.5
COc1ccc(C(=O)O)cc1NC(=O)[C@H](CCCNC(=N)N[N+](=O)[O-])NC(=O)OCc1ccccc1,208.5
Cc1ccc(C(=O)NCCC(=O)OCc2ccccc2)c(NC(=O)[C@H](CCCNC(=N)N[N+](=O)[O-])NC(=O)OCc2ccccc2)c1,155
NCCCCCC(=O)Nc1cccc(C(=O)NCCC(=O)O)c1,221
O=C(CCCCCCCNC(=O)OCc1ccccc1)Nc1cccc(C(=O)O)c1,167.5
NCCCCCCC(=O)Nc1cccc(C(=O)NCCC(=O)O)c1,236
NCc1ccc(CC(=O)Nc2cccc(C(=O)NCCC(=O)O)c2)cc1,108.5
COC(=O)[C@H](CC(=O)OC(C)(C)C)NC(=O)c1cccc(NC(=O)OCc2ccccc2)c1,115.5
COC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@H](CC(=O)OC(C)(C)C)NC(=O)c1cccc(NC(=O)OCc2ccccc2)c1,96.5
COC(=O)[C@H](Cc1cccc2ccccc12)NC(=O)[C@H](CC(=O)OC(C)(C)C)NC(=O)c1cccc(N)c1,71
CC(C)(C)OC(=O)NCCCCC(=O)Nc1cccc(C(=O)O)c1,188
CC(C)(C)OC(=O)NCCCCC(=O)Nc1cc(C(=O)O)ccc1Cl,203
Cc1ccc(C(=O)O)c(NC(=O)CCCCNC(=O)OC(C)(C)C)c1,212
Cc1ccc(C(=O)NCCC(=O)OCc2ccccc2)c(NC(=O)CCCCNC(=O)OC(C)(C)C)c1,112.5
N#Cc1cccc(C(=O)Nc2cccc(C(=O)NCCC(=O)OCc3ccccc3)c2)c1,129.5
CC(C)(C)OC(=O)NCCCCC(=O)Nc1ccc(O)c(C(=O)O)c1,181
CC(C)(C)OC(=O)NCCCCC(=O)Nc1ccc(OCc2ccccc2)c(C(=O)NCCC(=O)OCc2ccccc2)c1,98
N=C(N)NCCCCC(=O)Nc1ccc(OCc2ccccc2)c(C(=O)NCCC(=O)O)c1,243.5
CC(C)(C)OC(=O)NCc1ccc(C(=O)NCCC(=O)OCc2ccccc2)cc1,114.5
COC(=O)c1ccc(C(=N)NC(=O)OC(C)(C)C)cc1,157
Nc1ccc(C(=O)NNCCC(=O)OCc2ccccc2)cc1,96.5
N#Cc1ccc(CC(=O)Nc2cccc(C(=O)NCCC(=O)OCc3ccccc3)c2)cc1,98.5
CC(C)(C)OC(=O)Nc1ccc(O)c(C(=O)O)c1,270
CC(C)(C)OC(=O)Nc1ccc(OCc2ccccc2)c(C(=O)O)c1,137.5
N=C(N)c1ccc(C(=O)Nc2cc(C(=O)NCCC(=O)O)ccc2OCc2ccccc2)cc1,250
COC(=O)CCNC(=O)c1cc(NC(=O)c2ccc(C(=N)NC(=O)OC(C)(C)C)cc2)ccc1O,178
N#Cc1ccc(C(=O)Nc2cccc(C(=O)O)c2)cc1,267
COC(=O)[C@H](CC(=O)OC(C)(C)C)NC(=O)c1cccc(NC(=O)c2ccc(C#N)cc2)c1,83.5
COC(=O)[C@H](CC(=O)O)NC(=O)c1cccc(NC(=O)c2ccc(C(=N)N)cc2)c1,248.5
CC(C)(C)OC(=O)C[C@H](NC(=O)c1cccc(NC(=O)Cc2ccc(C(N)=S)cc2)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC(C)(C)C,99
CC(C)(C)OC(=O)C[C@H](NC(=O)c1cccc(NC(=O)Cc2ccc(C(=N)N)cc2)c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)OC(C)(C)C,125
COC(=O)c1sccc1NS(=O)(=O)c1nc2nc(C3CC3)cc(C)n2n1,133.8
CCC(CC)=NOC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)c(F)cc1Cl,129
CC1(C)CSSC[C@@H](C(=O)O)NC1=O,161
COC(=O)[C@@H]1CSSCC(C)(C)C(=O)N1,88
CCC1(CC)CSSC[C@@H](C(=O)O)NC1=O,127.8
CN(C)c1ccc(S(=O)(=O)NCCCCC(=O)O)cc1,107.5
CN(C)c1ccc(S(=O)(=O)N2CCCCC2=O)cc1,167.5
CCN(CC)c1ccc(S(=O)(=O)NCCCCC(=O)O)cc1,107
CCCN(CCC)c1ccc(S(=O)(=O)NCCCCC(=O)O)cc1,96.5
CCCN(CCC)c1ccc(S(=O)(=O)N2CCCCC2=O)cc1,106.5
O=C(O)CCCCNS(=O)(=O)c1ccc(N2CCCCC2)cc1,117.5
O=C1CCCCN1S(=O)(=O)c1ccc(N2CCCCCC2)cc1,86.5
O=C(O)CCCCNS(=O)(=O)c1ccc(N2CCCCCCC2)cc1,149.5
O=C1CCCCN1S(=O)(=O)c1ccc(N2CCCCCCC2)cc1,151
O=c1nc(-c2ccc(F)cc2)c2c([nH]1)CCCC2,250.5
Fc1ccc(-c2nc(Cl)nc3c2CCC3)cc1,106.5
O=C(c1ccco1)N1CCN(c2nc3c(c(-c4ccc(F)cc4)n2)CCC3)CC1,124.5
O=C1N(CCCCN2CCN(c3n[nH]c4ccccc34)CC2)CSC12CCCC2,167.2
O=C1N(CCCCN2CCN(c3n[nH]c4cc(F)ccc34)CC2)CSC12CCCCC2,164
O=C1N(CCCCN2CCN(c3n[nH]c4cc(F)ccc34)CC2)CSC12CCCC2,133
CC1(C)SCN(CCCCN2CCN(c3n[nH]c4cc(F)ccc34)CC2)C1=O,124
CC1(C)SCN(CCCCN2CCN(c3n[nH]c4ccccc34)CC2)C1=O,140.5
Nc1nc2c(sc(=O)n2[C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,170
c1ccc(C(Nn2cncn2)c2ccccc2)cc1,143.5
CC(Nn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1,116.5
Nc1c(Cl)ncnc1NCc1ccccn1,140.3
CSc1nc2cncnc2n1Cc1ccc(F)cc1,167.1
CCOC(=O)N1CCC(NC(=S)Nc2cncnc2NCc2ccco2)CC1,192.9
O=C(CC1CCN(Cc2ccccc2)CC1)Nc1cncnc1NCc1ccc(F)cc1,157.3
Fc1ccc(Cn2c(OC3CCN(Cc4ccccc4)CC3)nc3cncnc32)cc1,117
CCOC(=O)N1CCC(Nc2nc3cncnc3n2Cc2ccco2)CC1,171.9
CCOC(=O)N1CCC(Nc2nc3cncnc3n2Cc2ccccc2)CC1,156.9
CCOC(=O)N1CCC(Nc2nc3cncnc3n2C2CC2)CC1,177
COC(=O)N1CC[C@H](Nc2nc3cncnc3n2Cc2ccc(F)cc2)[C@H](C)C1,152.2
Fc1ccc(Cn2c(OC3CCNCC3)nc3cncnc32)cc1,79.3
COc1ccc(CCN2CCC(Cc3nc4ncnc(O)c4n3Cc3ccc(F)cc3)CC2)cc1,122.2
COc1ccc(CCN2CCC(Nc3nc4cncnc4n3Cc3ccccn3)CC2)cc1,144.5
Cc1nc2ccccn2c(=O)c1CCN1CCC(Nc2nc3cncnc3n2Cc2cnccn2)CC1,180.1
C=CCN1CCC(Nc2nc3cncnc3n2Cc2ccc(F)cc2)CC1,144.8
CN(C)C(=O)C(CCN1CCC(Nc2nc3cncnc3n2Cc2ccccn2)CC1)(c1ccccc1)c1ccccc1,191.6
CC(C)N1CCC(Nc2nc3cncnc3n2Cc2ccc(F)cc2)CC1,185.6
CN1CCC(Nc2nc3ncnc(O)c3n2Cc2ccc(F)cc2)CC1,255.6
